epoch,train_loss,train_acc,val_loss,val_acc
1,1.6250552541732788,0.39926,1.290509443473816,0.5408
2,1.220481100845337,0.56552,1.0388240324020386,0.6302
3,1.0589245779418945,0.62744,1.0434484926223755,0.6447
4,0.9353897166633606,0.67262,0.9935738096237182,0.664
5,0.8447607806015015,0.70716,0.8326688925743103,0.7198
6,0.7798274098587036,0.73272,0.7556665831565857,0.7436
7,0.7268478622055053,0.75212,0.6192548408985138,0.7889
8,0.6820017426300049,0.76682,0.6468367634773254,0.7798
9,0.6511785108566284,0.77796,0.6287166837215423,0.7879
10,0.6216175728225708,0.7893,0.7315060568809509,0.7537
11,0.5983565975570678,0.79544,0.5468920855998993,0.8117
12,0.5766519010925293,0.80396,0.5558578677177429,0.8168
13,0.5616862186431885,0.80806,0.5455519524574279,0.8154
14,0.5442872185707093,0.81512,0.5227607829570771,0.823
15,0.5345619855117798,0.81824,0.5138382117271423,0.8247
16,0.5201460569000245,0.8231,0.45006326251029966,0.8508
17,0.5034308646392822,0.82828,0.4554010708332062,0.844
18,0.5062078131961822,0.82642,0.41848283796310426,0.8582
19,0.48621731648445127,0.83454,0.49160366821289064,0.8367
20,0.48567192742347715,0.83424,0.42999420049190523,0.8563
21,0.47153630637168886,0.8403,0.43801074166297915,0.8539
22,0.4691053115272522,0.84126,0.4042514316082001,0.8644
23,0.4604164559841156,0.8438,0.49194749660491943,0.8333
24,0.4537748230075836,0.84512,0.42537898831367493,0.8583
25,0.4474565094184875,0.84576,0.4366979024410248,0.8593
26,0.442625408039093,0.8473,0.4080688960075378,0.8637
27,0.4350767251586914,0.85336,0.4222219725370407,0.8584
28,0.4377266815948486,0.85116,0.4491245994091034,0.8514
29,0.42886055925369265,0.85476,0.3897741525888443,0.8682
30,0.42577442262649534,0.8554,0.38174972596168516,0.869
31,0.4219244497489929,0.85656,0.3915383230686188,0.872
32,0.41870930103302,0.85704,0.41306693692207336,0.8668
33,0.4139675736236572,0.85836,0.35102188627719877,0.883
34,0.41096430665969846,0.85868,0.3976988077878952,0.867
35,0.4088395372581482,0.86058,0.3596157587051392,0.8827
36,0.4003114385032654,0.86414,0.3970878901481628,0.8683
37,0.4038274587440491,0.8639,0.3651511665344238,0.8792
38,0.39364562292099,0.86618,0.35213733863830565,0.8793
39,0.39348806716918944,0.86806,0.37894786190986635,0.8734
40,0.3930908673286438,0.8671,0.37066789224147795,0.8777
41,0.38461363938331605,0.86822,0.37434021422863006,0.8762
42,0.3843974554347992,0.86876,0.39969517608880994,0.8687
43,0.38203582288742066,0.86994,0.3651573889493942,0.8756
44,0.379790897397995,0.87142,0.33904503464698793,0.8838
45,0.37815986516952516,0.87162,0.3604643294095993,0.8801
46,0.3716337848854065,0.87596,0.3833653440475464,0.8693
47,0.36912564332962033,0.87446,0.36603995862007144,0.8794
48,0.36743136605262755,0.8744,0.41080648161172867,0.8681
49,0.3645121977901459,0.8774,0.33193729734420774,0.8903
50,0.36470796195983884,0.87686,0.34905598015785216,0.8865
51,0.3607643700456619,0.8757,0.34059356179237366,0.8884
52,0.36187061880111693,0.87536,0.34616088466644285,0.8846
53,0.3528742841148376,0.8805,0.34330012518167496,0.8881
54,0.3497002949047089,0.8805,0.37253689532279965,0.8784
55,0.3577582757759094,0.8787,0.32764455428123473,0.8896
56,0.35302470609664915,0.88072,0.3408782450437546,0.8866
57,0.34556962619781495,0.88304,0.34238352026939395,0.888
58,0.3466278271007538,0.88276,0.34666312531232835,0.8892
59,0.34094053654670714,0.88352,0.3126222501039505,0.8957
60,0.3395913786506653,0.88388,0.337344342571497,0.8877
61,0.3346737181186676,0.88714,0.32798390853404996,0.8937
62,0.3344100547122955,0.88646,0.32909446189403535,0.8912
63,0.3309472034168243,0.88796,0.3422907836437225,0.8882
64,0.3329198671913147,0.88714,0.32184454690217973,0.8904
65,0.3302598899650574,0.88554,0.3269649350643158,0.8902
66,0.3213333116722107,0.89168,0.35074318318367004,0.8881
67,0.3306153681755066,0.88738,0.33925741720199587,0.8868
68,0.31826556955337526,0.89116,0.3300810141086578,0.8902
69,0.32087142755508424,0.89152,0.3830216945886612,0.8776
70,0.3170373690700531,0.89132,0.3470777619361877,0.8823
71,0.3137459094333649,0.89316,0.3286795212745667,0.8925
72,0.31466230162620545,0.89374,0.30177927532196047,0.8989
73,0.3110184517097473,0.89348,0.31651749639511106,0.8973
74,0.30984084425926206,0.89392,0.3233695765852928,0.8945
75,0.30385156750679015,0.89664,0.32114823150634764,0.8939
76,0.3030439077711105,0.89694,0.34686692633628846,0.8897
77,0.30273781878471373,0.89706,0.33847810137271883,0.8878
78,0.2985478619003296,0.8987,0.3535318430423737,0.8878
79,0.29595008024215697,0.8995,0.3301235902786255,0.8931
80,0.3017977917766571,0.89836,0.2904001488804817,0.904
81,0.29318193367004397,0.9015,0.32450416531562803,0.897
82,0.2918833857917786,0.90032,0.30918625588417054,0.8959
83,0.2900726897144318,0.90094,0.3081460904121399,0.901
84,0.28578963978767397,0.90314,0.31309279766082765,0.8957
85,0.2822681272697449,0.90418,0.3024141875743866,0.9001
86,0.2834334689283371,0.90486,0.2830833037614822,0.9088
87,0.2820552188205719,0.90518,0.3138508949995041,0.8947
88,0.27728231494903566,0.9074,0.3173344306260347,0.8966
89,0.27189381430625914,0.90734,0.3054339294910431,0.9004
90,0.27020911729812624,0.90722,0.28539972364902494,0.9087
91,0.2686220595550537,0.9102,0.29183520469665525,0.9055
92,0.26919111799240114,0.90874,0.30250123710632326,0.9035
93,0.26201038520812986,0.9103,0.29696590325832367,0.9035
94,0.2636840173625946,0.91046,0.3248239602178335,0.8921
95,0.2608631479167938,0.91178,0.2837888562142849,0.9109
96,0.2551591128921509,0.91386,0.29564226092100143,0.9017
97,0.2550016681098938,0.9145,0.29357323982715605,0.9049
98,0.25174687911987303,0.91516,0.30158939291238784,0.9037
99,0.24918062180519104,0.91544,0.29522454642057416,0.9048
100,0.2508307908773422,0.91342,0.30677194755077364,0.905
101,0.2503238546323776,0.91542,0.29257631816864016,0.9061
102,0.24447177745819093,0.9172,0.2818250942468643,0.9132
103,0.23718584690570832,0.91824,0.29192010246515276,0.9097
104,0.2376965860557556,0.92046,0.2931083739042282,0.9063
105,0.2384743477964401,0.9189,0.29092500970363616,0.9078
106,0.23155620143890382,0.92096,0.293314787042141,0.9069
107,0.22613636339187623,0.92272,0.29864307675361634,0.9038
108,0.22693801659584045,0.922,0.2873825047314167,0.9096
109,0.22788213741779328,0.92206,0.27041924230456355,0.9138
110,0.2286183946323395,0.92222,0.2827130784749985,0.9084
111,0.21929643644332886,0.9247,0.28698773532807825,0.9101
112,0.21333936646461488,0.92728,0.28184980442523955,0.9108
113,0.21437674644470214,0.92678,0.2897063214302063,0.9095
114,0.2178884719324112,0.9259,0.27025627204477787,0.9138
115,0.20511223433971404,0.93138,0.26114232136011123,0.9186
116,0.20599796931266784,0.9294,0.28294390734434127,0.9108
117,0.20144126056671144,0.93214,0.27136488287448884,0.9138
118,0.20479719780921937,0.92976,0.28242303589582446,0.9108
119,0.19585793210983277,0.93384,0.279363022518158,0.9152
120,0.1963437750530243,0.93298,0.2630507507324219,0.9175
121,0.18871065262794495,0.93528,0.27137994565963747,0.9142
122,0.19002036900043487,0.93402,0.27876486740112305,0.9131
123,0.19118229804992676,0.93476,0.2810221552848816,0.9113
124,0.18658884802818299,0.937,0.26568728723526003,0.9179
125,0.18397436041831972,0.9368,0.2644159122467041,0.9156
126,0.18292521194458009,0.93786,0.2638075120866299,0.9186
127,0.17917574336051942,0.9396,0.2726442939221859,0.9157
128,0.17064150540113449,0.9428,0.24529502145648002,0.9238
129,0.17110364369869233,0.9425,0.25232441365420816,0.9212
130,0.17114643476963043,0.94322,0.24823496636152267,0.921
131,0.1671135315990448,0.9434,0.26515888249874114,0.9169
132,0.16551943077087403,0.94418,0.2625456775188446,0.9208
133,0.16307435266494752,0.94494,0.26155214063823223,0.9204
134,0.1627214268875122,0.94532,0.2758709913760424,0.916
135,0.1571038789319992,0.94586,0.2646625794917345,0.9199
136,0.15245461853027345,0.9485,0.25969580798745157,0.9221
137,0.15302845160007478,0.94796,0.25174164175987246,0.9239
138,0.1500161817407608,0.9492,0.2587796786904335,0.9216
139,0.14549537486076355,0.95084,0.2610116501152515,0.9207
140,0.14374888369083405,0.95092,0.2532341717362404,0.9231
141,0.1394095887184143,0.95332,0.25567766377329826,0.9247
142,0.14006219648838042,0.95256,0.25443491025567055,0.9228
143,0.13813427873134612,0.95352,0.26158057117722927,0.9219
144,0.13365815551519394,0.95506,0.2482964056186378,0.9243
145,0.13325875900268555,0.95488,0.24253281512707472,0.9276
146,0.12949504915237428,0.957,0.24810967133492232,0.9256
147,0.1266954885482788,0.95784,0.2470439962759614,0.9248
148,0.12553065569400787,0.9584,0.2545636949777603,0.9245
149,0.12124233940124511,0.95878,0.24974957308471202,0.9268
150,0.1196123017501831,0.95972,0.26355372866392135,0.9232
151,0.11513677652359008,0.96066,0.26229690756201746,0.9242
152,0.11734193628787995,0.95938,0.2528014732539654,0.9232
153,0.1133820762872696,0.96194,0.26189509494900703,0.9247
154,0.10879178722143173,0.96302,0.25115750148296356,0.9253
155,0.10335683537483216,0.96556,0.2610630681097508,0.9269
156,0.10773664465904235,0.96368,0.26395086554288866,0.9233
157,0.10481322909832001,0.9651,0.24138357034623623,0.9305
158,0.10235392401456833,0.96602,0.2461999239474535,0.9284
159,0.10172023557186127,0.96614,0.24452165753543376,0.9309
160,0.09653518711805344,0.96796,0.25650953470766547,0.9261
161,0.09551825232505798,0.96792,0.24972230826616287,0.9282
162,0.09414806392908097,0.96914,0.2429433760508895,0.9294
163,0.09362927909374237,0.9683,0.24885016394853593,0.9265
164,0.09147095804214478,0.9699,0.24754025371074675,0.9285
165,0.08829909217834472,0.97112,0.246649553707242,0.929
166,0.08746402234077454,0.97144,0.24855427418537437,0.9282
167,0.08738839524269104,0.97126,0.2446369811333716,0.9304
168,0.08563484557390214,0.972,0.2513754206962883,0.9303
169,0.08161425024747848,0.97298,0.24471847865656018,0.9307
170,0.07935365374803544,0.9751,0.25149695195034144,0.9288
171,0.0799955662214756,0.97406,0.24215909694470464,0.9324
172,0.07703364685535431,0.97482,0.245592697416991,0.9309
173,0.07422129264950753,0.97574,0.24423552530407905,0.9312
174,0.07530483844280243,0.97564,0.24565499741137028,0.9309
175,0.07357004566431045,0.97526,0.24272619110494853,0.9315
176,0.06966333122014999,0.97764,0.2433472707942128,0.9316
177,0.07214189610004425,0.97614,0.23999606986045838,0.9344
178,0.07024689110279084,0.97716,0.23844318891465663,0.9322
179,0.07223740080595016,0.9762,0.2438429919436574,0.9326
180,0.06651740471094847,0.97848,0.2449273255456239,0.9328
181,0.06612913524866104,0.97902,0.2443582368988544,0.9329
182,0.06900653562784195,0.9778,0.24408611330315472,0.9328
183,0.06395741909742356,0.97934,0.24127698255106808,0.9332
184,0.06375419183015824,0.97954,0.24166984963472932,0.9321
185,0.06199526804447174,0.97954,0.24311626796349883,0.9327
186,0.06456216252923012,0.97884,0.24007524849884213,0.9342
187,0.061438301780223845,0.98032,0.2397262636769563,0.9333
188,0.061275528502464295,0.98026,0.24087414326556028,0.9334
189,0.05928198791265488,0.98116,0.23872234615907073,0.935
190,0.059684321718215944,0.98044,0.23842494692280888,0.9345
191,0.06030325263023376,0.9805,0.2385567988332361,0.9348
192,0.06165098534941673,0.97972,0.23982176387012005,0.9341
193,0.05958539089679718,0.98078,0.24056439145803452,0.9337
194,0.05725600265204907,0.9816,0.24115289758704603,0.9324
195,0.06109842578649521,0.98038,0.2393270777914673,0.9338
196,0.05973952862739563,0.98044,0.24277903089486064,0.9344
197,0.05895949437558651,0.98122,0.24134675368331374,0.9332
198,0.0587585567855835,0.9809,0.24005660065375267,0.9337
199,0.060258914527893066,0.98078,0.24124505543000996,0.9337
200,0.06019435714006424,0.98092,0.2413074746377766,0.9338
